# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 29 05:24:22 2022
#
# User preference: *
#
# CONSTRAINT:  order by pl_insol desc
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
#
# pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim
15.95994513,0.00002216,-0.00002216,0,0.127200,,,0,,,,,,,,,63.95,26.96,-10.79,0
15.95994513,0.00002216,-0.00002216,0,0.127200,,,0,,,,,,,,,63.95,26.96,-10.79,0
15.95995611,0.00002466,-0.00002466,0,0.127200,,,0,,,,,,,,,63.95,25.18,-11.33,0
15.95994513,0.00002216,-0.00002216,0,0.127200,,,0,,,,,,,,,63.95,26.96,-10.79,0
6.18940639,0.00001275,-0.00001275,0,0.056200,,,0,,,,,,,,,63.89,24.59,-15.26,0
6.18940639,0.00001275,-0.00001275,0,0.056200,,,0,,,,,,,,,63.89,24.59,-15.26,0
6.18940639,0.00001275,-0.00001275,0,0.056200,,,0,,,,,,,,,63.89,24.59,-15.26,0
12.76220558,0.00005548,-0.00005548,0,0.104000,,,0,,,,,,,,,63.86,19.92,-13.31,0
,,,,,,,,0.671,0.033,-0.054,0,,,,,63.85,2.17,-2.10,0
,,,,,,,,0.204,0.011,-0.009,0,,,,,63.80,2.08,-2.01,0
15.43397750,0.00004242,-0.00004242,0,0.124000,,,0,,,,,,,,,63.79,77.01,-17.76,0
15.43397750,0.00004242,-0.00004242,0,0.124000,,,0,,,,,,,,,63.79,77.01,-17.76,0
15.43400996,0.00003693,-0.00003693,0,0.124000,,,0,,,,,,,,,63.79,55.86,-19.48,0
15.43397750,0.00004242,-0.00004242,0,0.124000,,,0,,,,,,,,,63.79,77.01,-17.76,0
11.55562343,0.00003409,-0.00003409,0,0.095900,,,0,,,,,,,,,63.69,83.02,-14.87,0
11.55562343,0.00003409,-0.00003409,0,0.095900,,,0,,,,,,,,,63.69,83.02,-14.87,0
11.55562343,0.00003409,-0.00003409,0,0.095900,,,0,,,,,,,,,63.69,83.02,-14.87,0
10.37168928,0.00001477,-0.00001477,0,0.087300,,,0,,,,,,,,,63.68,11.53,-13.96,0
19.98659160,0.00012860,-0.00012860,0,0.140400,,,0,,,,,,,,,63.67,27.73,-24.94,0
14.85890852,0.00000381,-0.00000381,0,0.113600,,,0,,,,,,,,,63.52,14.25,-11.28,0
14.85891269,0.00000376,-0.00000376,0,0.113600,,,0,,,,,,,,,63.52,15.05,-10.53,0
14.85891269,0.00000376,-0.00000376,0,0.113600,,,0,,,,,,,,,63.52,15.05,-10.53,0
14.85891269,0.00000376,-0.00000376,0,0.113600,,,0,,,,,,,,,63.52,15.05,-10.53,0
6.99130860,0.00001434,-0.00001434,0,0.067900,,,0,,,,,,,,,63.41,20.71,-11.98,0
6.99130860,0.00001434,-0.00001434,0,0.067900,,,0,,,,,,,,,63.41,20.71,-11.98,0
6.99130860,0.00001434,-0.00001434,0,0.067900,,,0,,,,,,,,,63.41,20.71,-11.98,0
15.05486890,0.00011280,-0.00011280,0,0.119700,,,0,,,,,,,,,63.33,74.60,-15.76,0
15.05486890,0.00011280,-0.00011280,0,0.119700,,,0,,,,,,,,,63.33,74.60,-15.76,0
15.05486890,0.00011280,-0.00011280,0,0.119700,,,0,,,,,,,,,63.33,74.60,-15.76,0
42.88232415,0.00009342,-0.00009342,0,0.262700,,,0,,,,,,,,,63.25,8.19,-7.40,0
42.88232415,0.00009342,-0.00009342,0,0.262700,,,0,,,,,,,,,63.25,8.19,-7.40,0
42.88232415,0.00009342,-0.00009342,0,0.262700,,,0,,,,,,,,,63.25,8.19,-7.40,0
,,,,,,,,0.134,0.020,-0.017,0,,,,,63.25,2.47,-2.37,0
24.99324193,0.00006498,-0.00006498,0,0.168600,,,0,,,,,,,,,63.24,7.84,-7.12,0
24.99324193,0.00006498,-0.00006498,0,0.168600,,,0,,,,,,,,,63.24,7.84,-7.12,0
24.99324193,0.00006498,-0.00006498,0,0.168600,,,0,,,,,,,,,63.24,7.84,-7.12,0
17.58752333,0.00002056,-0.00002056,0,0.129900,,,0,,,,,,,,,63.20,66.61,-23.68,0
17.58752333,0.00002056,-0.00002056,0,0.129900,,,0,,,,,,,,,63.20,66.61,-23.68,0
17.58752333,0.00002056,-0.00002056,0,0.129900,,,0,,,,,,,,,63.20,66.61,-23.68,0
16.08786478,0.00002335,-0.00002335,0,0.119400,,,0,,,,,,,,,63.13,30.50,-18.30,0
16.08786478,0.00002335,-0.00002335,0,0.119400,,,0,,,,,,,,,63.13,30.50,-18.30,0
16.08786478,0.00002335,-0.00002335,0,0.119400,,,0,,,,,,,,,63.13,30.50,-18.30,0
7.07136119,0.00003085,-0.00003085,0,0.067000,,,0,,,,,,,,,63.11,14.34,-9.52,0
19.73839130,0.00013060,-0.00013060,0,0.141600,,,0,,,,,,,,,63.07,30.54,-16.68,0
19.73839130,0.00013060,-0.00013060,0,0.141600,,,0,,,,,,,,,63.07,30.54,-16.68,0
19.73839130,0.00013060,-0.00013060,0,0.141600,,,0,,,,,,,,,63.07,30.54,-16.68,0
21.10330140,0.00007289,-0.00007289,0,0.152800,,,0,,,,,,,,,62.99,30.11,-15.64,0
,,,,,,,,0.135,0.006,-0.008,0,,,,,62.95,1.71,-1.66,0
,,,,,,,,0.201,0.010,-0.011,0,,,,,62.93,2.65,-2.53,0
25.67212848,0.00005538,-0.00005538,0,0.175800,,,0,,,,,,,,,62.91,35.60,-18.43,0
25.67212848,0.00005538,-0.00005538,0,0.175800,,,0,,,,,,,,,62.91,35.60,-18.43,0
25.67212848,0.00005538,-0.00005538,0,0.175800,,,0,,,,,,,,,62.91,35.60,-18.43,0
6.44386800,0.00002500,-0.00002500,0,0.061520,0.000860,-0.000890,0,0.231,0.004,-0.004,0,0.04248,0.00535,-0.00566,0,62.90,4.20,-4.00,0
6.10232500,0.00039000,-0.00040700,0,0.059000,0.002000,-0.002000,0,0.176,0.012,-0.010,0,,,,,62.90,9.20,-8.40,0
15.59461874,0.00004285,-0.00004285,0,0.122000,,,0,,,,,,,,,62.88,79.35,-17.07,0
15.59466045,0.00004228,-0.00004228,0,0.122000,,,0,,,,,,,,,62.88,60.30,-18.94,0
15.59461874,0.00004285,-0.00004285,0,0.122000,,,0,,,,,,,,,62.88,79.35,-17.07,0
15.59461874,0.00004285,-0.00004285,0,0.122000,,,0,,,,,,,,,62.88,79.35,-17.07,0
26.62946276,0.00004866,-0.00004866,0,0.181300,,,0,,,,,,,,,62.88,103.40,-30.15,0
26.62946276,0.00004866,-0.00004866,0,0.181300,,,0,,,,,,,,,62.88,103.40,-30.15,0
26.62946276,0.00004866,-0.00004866,0,0.181300,,,0,,,,,,,,,62.88,103.40,-30.15,0
,,,,,,,,0.312,0.018,-0.056,0,,,,,62.84,4.88,-4.48,0
,,,,,,,,0.120,0.010,-0.014,0,,,,,62.82,5.03,-4.62,0
16.09196369,0.00001725,-0.00001725,0,0.123800,,,0,,,,,,,,,62.74,25.69,-15.51,0
13.63966480,0.00023040,-0.00023040,0,0.103400,,,0,,,,,,,,,62.60,19.52,-15.52,0
,,,,,,,,0.176,0.009,-0.008,0,,,,,62.58,2.11,-2.05,0
2.57657102,0.00000195,-0.00000195,0,0.030000,,,0,,,,,,,,,62.42,12.91,-13.65,0
,,,,,,,,0.135,0.027,-0.014,0,,,,,62.24,2.03,-1.96,0
15.33170180,0.00016940,-0.00016940,0,0.116300,,,0,,,,,,,,,62.23,80.22,-15.77,0
15.33170180,0.00016940,-0.00016940,0,0.116300,,,0,,,,,,,,,62.23,80.22,-15.77,0
15.33170180,0.00016940,-0.00016940,0,0.116300,,,0,,,,,,,,,62.23,80.22,-15.77,0
8.18089490,0.00001601,-0.00001601,0,0.075400,,,0,,,,,,,,,62.21,14.38,-8.04,0
,,,,,,,,0.266,0.024,-0.021,0,,,,,62.20,5.02,-4.43,0
85.75654950,0.00061610,-0.00061610,0,0.450600,,,0,,,,,,,,,62.11,69.90,-50.10,0
85.75654950,0.00061610,-0.00061610,0,0.450600,,,0,,,,,,,,,62.11,69.90,-50.10,0
85.75654950,0.00061610,-0.00061610,0,0.450600,,,0,,,,,,,,,62.11,69.90,-50.10,0
7.24022418,0.00001674,-0.00001674,0,0.067200,,,0,,,,,,,,,62.10,14.23,-9.37,0
1.97423800,0.00011000,-0.00011000,0,0.023000,0.001000,-0.001000,0,0.175,0.013,-0.013,0,,,,,62.10,16.00,-13.80,0
6.76458000,0.00033000,-0.00033000,0,0.065300,0.000800,-0.000800,0,0.135,0.004,-0.004,0,0.01372,0.00069,-0.00069,0,62.10,1.90,-1.90,0
,,,,,,,,0.253,0.013,-0.047,0,,,,,62.06,4.00,-3.71,0
6.99130452,0.00001449,-0.00001449,0,0.067900,,,0,,,,,,,,,62.05,18.94,-12.47,0
,,,,,,,,0.123,0.007,-0.008,0,,,,,62.02,1.42,-1.39,0
13.97896000,0.00095000,-0.00095000,0,0.111200,0.004000,-0.004000,0,0.258,0.042,-0.042,0,,,,,62.00,22.00,-22.00,0
7.83442788,0.00000298,-0.00000298,0,0.072600,,,0,,,,,,,,,61.95,13.35,-9.14,0
7.83442788,0.00000298,-0.00000298,0,0.072600,,,0,,,,,,,,,61.95,13.35,-9.14,0
7.83442788,0.00000298,-0.00000298,0,0.072600,,,0,,,,,,,,,61.95,13.35,-9.14,0
,,,,,,,,0.166,0.038,-0.011,0,,,,,61.93,2.59,-2.48,0
16.12896790,0.00015520,-0.00015520,0,0.120200,,,0,,,,,,,,,61.87,34.02,-21.74,0
13.28689997,0.00002775,-0.00002775,0,0.108700,,,0,,,,,,,,,61.80,14.50,-10.95,0
12.73726137,0.00009794,-0.00009794,0,0.105700,,,0,,,,,,,,,61.79,72.40,-14.32,0
12.73726137,0.00009794,-0.00009794,0,0.105700,,,0,,,,,,,,,61.79,72.40,-14.32,0
12.73726137,0.00009794,-0.00009794,0,0.105700,,,0,,,,,,,,,61.79,72.40,-14.32,0
,,,,,,,,0.230,0.029,-0.011,0,,,,,61.69,1.43,-1.40,0
,,,,,,,,0.377,0.089,-0.047,0,,,,,61.66,12.19,-9.65,0
15.38250060,0.00010470,-0.00010470,0,0.121100,,,0,,,,,,,,,61.61,76.71,-16.60,0
15.38253940,0.00011440,-0.00011440,0,0.121100,,,0,,,,,,,,,61.61,55.47,-17.92,0
15.38250060,0.00010470,-0.00010470,0,0.121100,,,0,,,,,,,,,61.61,76.71,-16.60,0
15.38250060,0.00010470,-0.00010470,0,0.121100,,,0,,,,,,,,,61.61,76.71,-16.60,0
,,,,,,,,0.145,0.019,-0.009,0,,,,,61.57,1.54,-1.50,0
24.49736980,0.00020940,-0.00020940,0,0.176600,,,0,,,,,,,,,61.53,82.42,-20.52,0
24.49736980,0.00020940,-0.00020940,0,0.176600,,,0,,,,,,,,,61.53,82.42,-20.52,0
24.49736980,0.00020940,-0.00020940,0,0.176600,,,0,,,,,,,,,61.53,82.42,-20.52,0
,,,,,,,,0.278,0.012,-0.024,0,,,,,61.49,2.03,-1.96,0
29.53908970,0.00019800,-0.00019800,0,0.204000,,,0,,,,,,,,,61.49,55.58,-20.02,0
13.93072278,0.00007664,-0.00007664,0,0.109300,,,0,,,,,,,,,61.47,87.96,-17.69,0
13.93072278,0.00007664,-0.00007664,0,0.109300,,,0,,,,,,,,,61.47,87.96,-17.69,0
13.93072278,0.00007664,-0.00007664,0,0.109300,,,0,,,,,,,,,61.47,87.96,-17.69,0
8.77995434,0.00003487,-0.00003487,0,0.078600,,,0,,,,,,,,,61.46,41.08,-14.27,0
8.77995434,0.00003487,-0.00003487,0,0.078600,,,0,,,,,,,,,61.46,41.08,-14.27,0
8.77995434,0.00003487,-0.00003487,0,0.078600,,,0,,,,,,,,,61.46,41.08,-14.27,0
8.25980352,0.00004686,-0.00004686,0,0.073500,,,0,,,,,,,,,61.43,8.65,-11.93,0
15.14103970,0.00011350,-0.00011350,0,0.118900,,,0,,,,,,,,,61.42,76.78,-16.50,0
15.14103970,0.00011350,-0.00011350,0,0.118900,,,0,,,,,,,,,61.42,76.78,-16.50,0
15.14103970,0.00011350,-0.00011350,0,0.118900,,,0,,,,,,,,,61.42,76.78,-16.50,0
15.14089160,0.00011440,-0.00011440,0,0.118900,,,0,,,,,,,,,61.42,57.53,-18.51,0
13.28689074,0.00003960,-0.00003960,0,0.108800,,,0,,,,,,,,,61.37,16.42,-9.24,0
13.28689074,0.00003960,-0.00003960,0,0.108800,,,0,,,,,,,,,61.37,16.42,-9.24,0
13.28689074,0.00003960,-0.00003960,0,0.108800,,,0,,,,,,,,,61.37,16.42,-9.24,0
,,,,,,,,0.236,0.021,-0.019,0,,,,,61.32,4.20,-3.89,0
,,,,,,,,0.055,0.016,-0.005,0,,,,,61.32,0.67,-0.66,0
,,,,,,,,0.291,0.015,-0.058,0,,,,,61.29,3.41,-3.21,0
2.61302042,0.00000611,-0.00000611,0,0.029800,,,0,,,,,,,,,61.24,12.12,-14.52,0
8.77997349,0.00003190,-0.00003190,0,0.078700,,,0,,,,,,,,,61.24,28.71,-14.92,0
,,,,,,,,0.131,0.008,-0.006,0,,,,,61.17,1.44,-1.41,0
10.52629406,0.00000190,-0.00000190,0,0.088000,,,0,,,,,,,,,61.16,67.89,-15.13,0
10.52629406,0.00000190,-0.00000190,0,0.088000,,,0,,,,,,,,,61.16,67.89,-15.13,0
10.52629458,0.00000178,-0.00000178,0,0.088000,,,0,,,,,,,,,61.16,34.56,-16.93,0
10.52629406,0.00000190,-0.00000190,0,0.088000,,,0,,,,,,,,,61.16,67.89,-15.13,0
,,,,,,,,0.208,0.033,-0.018,0,,,,,61.09,4.12,-3.82,0
,,,,,,,,0.269,0.021,-0.039,0,,,,,61.02,2.87,-2.72,0
,,,,,,,,0.288,0.021,-0.019,0,,,,,61.00,6.69,-5.89,0
15.77979614,0.00004258,-0.00004258,0,0.123200,,,0,,,,,,,,,60.96,69.39,-15.06,0
15.77980122,0.00004673,-0.00004673,0,0.123200,,,0,,,,,,,,,60.96,52.21,-17.01,0
15.77979614,0.00004258,-0.00004258,0,0.123200,,,0,,,,,,,,,60.96,69.39,-15.06,0
15.77979614,0.00004258,-0.00004258,0,0.123200,,,0,,,,,,,,,60.96,69.39,-15.06,0
24.99324319,0.00006127,-0.00006127,0,0.165100,,,0,,,,,,,,,60.88,10.13,-7.34,0
6.44385679,0.00003582,-0.00003582,0,,,,,,,,,,,,,60.83,,,
22.06402000,0.00008064,-0.00008064,0,0.162400,,,0,,,,,,,,,60.81,60.93,-18.67,0
10.04157214,0.00003128,-0.00003128,0,0.085500,,,0,,,,,,,,,60.74,15.12,-10.64,0
7.95355717,0.00001720,-0.00001720,0,0.073200,,,0,,,,,,,,,60.67,24.75,-14.21,0
7.95355717,0.00001720,-0.00001720,0,0.073200,,,0,,,,,,,,,60.67,24.75,-14.21,0
7.95355717,0.00001720,-0.00001720,0,0.073200,,,0,,,,,,,,,60.67,24.75,-14.21,0
,,,,,,,,0.198,0.012,-0.010,0,,,,,60.64,2.84,-2.69,0
,,,,,,,,0.160,0.024,-0.022,0,,,,,60.61,1.94,-1.88,0
,,,,,,,,0.237,0.040,-0.031,0,,,,,60.42,5.44,-4.91,0
,,,,,,,,0.934,0.006,-0.006,0,,,,,60.38,8.57,-8.57,0
19.67409703,0.00006240,-0.00006240,0,0.144000,,,0,,,,,,,,,60.37,27.99,-13.75,0
,,,,,,,,0.148,0.018,-0.015,0,,,,,60.37,1.18,-1.15,0
16.23847733,0.00001477,-0.00001477,0,0.123500,,,0,,,,,,,,,60.35,26.22,-14.02,0
3.44471700,0.00004000,-0.00004200,0,0.038260,0.000480,-0.000490,0,0.151,0.007,-0.007,0,0.01856,0.00195,-0.00192,0,60.30,1.60,-1.50,0
25.30893566,0.00006707,-0.00006707,0,0.176300,,,0,,,,,,,,,60.20,27.00,-21.16,0
,,,,,,,,0.411,0.022,-0.048,0,,,,,60.16,2.77,-2.63,0
8.25981532,0.00004818,-0.00004818,0,0.074800,,,0,,,,,,,,,60.12,31.70,-13.63,0
8.25981532,0.00004818,-0.00004818,0,0.074800,,,0,,,,,,,,,60.12,31.70,-13.63,0
8.25981532,0.00004818,-0.00004818,0,0.074800,,,0,,,,,,,,,60.12,31.70,-13.63,0
20.88508000,0.00036000,-0.00036000,0,0.154200,0.002600,-0.002600,0,0.520,0.054,-0.054,0,,,,,60.10,12.40,-12.40,0
15.64591713,0.00007265,-0.00007265,0,0.122900,,,0,,,,,,,,,60.08,72.84,-15.77,0
15.64588656,0.00007416,-0.00007416,0,0.122900,,,0,,,,,,,,,60.08,54.61,-17.46,0
15.64591713,0.00007265,-0.00007265,0,0.122900,,,0,,,,,,,,,60.08,72.84,-15.77,0
15.64591713,0.00007265,-0.00007265,0,0.122900,,,0,,,,,,,,,60.08,72.84,-15.77,0
20.88510000,0.00030000,-0.00030000,0,0.154000,0.002000,-0.002000,0,0.507,0.050,-0.050,0,0.06607,0.01699,-0.01699,0,60.00,14.00,-14.00,0
,,,,,,,,0.098,0.004,-0.017,0,,,,,59.91,1.11,-1.10,0
,,,,,,,,0.196,0.012,-0.012,0,,,,,59.84,3.75,-3.49,0
,,,,,,,,0.182,0.032,-0.010,0,,,,,59.80,1.79,-1.74,0
,,,,,,,,0.181,0.019,-0.016,0,,,,,59.79,5.64,-5.08,0
19.67416124,0.00005245,-0.00005245,0,0.148700,,,0,,,,,,,,,59.77,17.78,-10.57,0
19.67416124,0.00005245,-0.00005245,0,0.148700,,,0,,,,,,,,,59.77,17.78,-10.57,0
19.67416124,0.00005245,-0.00005245,0,0.148700,,,0,,,,,,,,,59.77,17.78,-10.57,0
23.91070560,0.00043870,-0.00043870,0,0.169600,,,0,,,,,,,,,59.76,56.76,-18.22,0
10.42080000,0.00090000,-0.00080000,0,,,,,0.217,0.008,-0.008,0,0.02341,0.00286,-0.00274,0,59.70,5.00,-5.00,0
9.65347640,0.00001102,-0.00001102,0,0.083300,,,0,,,,,,,,,59.64,577.26,-17.97,0
9.65347640,0.00001102,-0.00001102,0,0.083300,,,0,,,,,,,,,59.64,577.26,-17.97,0
9.65347640,0.00001102,-0.00001102,0,0.083300,,,0,,,,,,,,,59.64,577.26,-17.97,0
42.88247951,0.00008066,-0.00008066,0,0.257800,,,0,,,,,,,,,59.60,12.71,-9.19,0
2.80624233,0.00000817,-0.00000817,0,0.031900,,,0,,,,,,,,,59.53,33.03,-21.53,0
2.80624233,0.00000817,-0.00000817,0,0.031900,,,0,,,,,,,,,59.53,33.03,-21.53,0
2.80624233,0.00000817,-0.00000817,0,0.031900,,,0,,,,,,,,,59.53,33.03,-21.53,0
,,,,,,,,0.297,0.060,-0.026,0,,,,,59.44,8.97,-7.51,0
,,,,,,,,0.201,0.017,-0.014,0,,,,,59.40,2.84,-2.70,0
1.19800350,0.00000180,-0.00000190,0,0.015890,0.000620,-0.000620,0,0.113,0.004,-0.004,0,0.00585,0.00094,-0.00094,0,59.40,5.00,-4.50,0
19.78302590,0.00006614,-0.00006614,0,0.140900,,,0,,,,,,,,,59.39,25.52,-18.05,0
,,,,,,,,0.116,0.010,-0.010,0,,,,,59.32,8.37,-8.37,0
2.78865560,0.00000110,-0.00000110,0,0.032742,0.000134,-0.000099,0,0.884,0.013,-0.013,0,0.49100,0.03900,-0.03900,0,59.26,0.70,-0.70,0
21.12845690,0.00011200,-0.00011200,0,0.151600,,,0,,,,,,,,,59.12,78.83,-17.19,0
21.12845690,0.00011200,-0.00011200,0,0.151600,,,0,,,,,,,,,59.12,78.83,-17.19,0
21.12845690,0.00011200,-0.00011200,0,0.151600,,,0,,,,,,,,,59.12,78.83,-17.19,0
19.56660000,0.00330000,-0.00330000,0,0.140200,0.001500,-0.001500,0,0.206,0.017,-0.017,0,,,,,59.10,8.10,-8.10,0
,,,,,,,,0.406,0.024,-0.077,0,,,,,59.08,2.88,-2.72,0
25.93406740,0.00007857,-0.00007857,0,0.176000,,,0,,,,,,,,,59.04,102.57,-19.01,0
25.93406740,0.00007857,-0.00007857,0,0.176000,,,0,,,,,,,,,59.04,102.57,-19.01,0
25.93406740,0.00007857,-0.00007857,0,0.176000,,,0,,,,,,,,,59.04,102.57,-19.01,0
2.90032000,0.00038000,-0.00038000,0,0.032800,0.001400,-0.001400,0,0.091,0.016,-0.016,0,,,,,59.00,20.00,-20.00,0
2.77065000,0.00015000,-0.00015000,0,0.030900,0.002900,-0.002900,0,0.172,0.047,-0.047,0,,,,,59.00,35.00,-35.00,0
3.64823000,0.00012000,-0.00012000,0,0.042900,0.004200,-0.004800,0,0.111,0.010,-0.010,0,0.00456,0.00182,-0.00179,0,59.00,10.00,-5.00,0
10.29672521,0.00003426,-0.00003426,0,0.087800,,,0,,,,,,,,,58.90,72.71,-14.59,0
10.29672521,0.00003426,-0.00003426,0,0.087800,,,0,,,,,,,,,58.90,72.71,-14.59,0
10.29672521,0.00003426,-0.00003426,0,0.087800,,,0,,,,,,,,,58.90,72.71,-14.59,0
26.69519440,0.00026070,-0.00026070,0,0.175700,,,0,,,,,,,,,58.81,28.02,-19.66,0
10.04156852,0.00000772,-0.00000772,0,0.081700,,,0,,,,,,,,,58.77,41.27,-15.84,0
10.04156852,0.00000772,-0.00000772,0,0.081700,,,0,,,,,,,,,58.77,41.27,-15.84,0
10.04156852,0.00000772,-0.00000772,0,0.081700,,,0,,,,,,,,,58.77,41.27,-15.84,0
19.59340900,0.00246100,-0.00246100,0,,,,,,,,,,,,,58.72,,,
,,,,,,,,0.297,0.014,-0.046,0,,,,,58.70,2.17,-2.09,0
12.51353325,0.00006151,-0.00006151,0,0.100700,,,0,,,,,,,,,58.69,18.63,-12.67,0
,,,,,,,,0.186,0.021,-0.018,0,,,,,58.68,8.04,-6.90,0
,,,,,,,,0.095,0.006,-0.007,0,,,,,58.65,2.48,-2.36,0
21.21708973,0.00005927,-0.00005927,0,0.150800,,,0,,,,,,,,,58.63,75.50,-16.90,0
21.21708973,0.00005927,-0.00005927,0,0.150800,,,0,,,,,,,,,58.63,75.50,-16.90,0
21.21712312,0.00006192,-0.00006192,0,0.150800,,,0,,,,,,,,,58.63,57.34,-18.18,0
21.21708973,0.00005927,-0.00005927,0,0.150800,,,0,,,,,,,,,58.63,75.50,-16.90,0
49.18394922,0.00003824,-0.00003824,0,0.293500,,,0,,,,,,,,,58.63,10.85,-9.51,0
49.18394922,0.00003824,-0.00003824,0,0.293500,,,0,,,,,,,,,58.63,10.85,-9.51,0
49.18394922,0.00003824,-0.00003824,0,0.293500,,,0,,,,,,,,,58.63,10.85,-9.51,0
17.58751692,0.00002110,-0.00002110,0,0.127700,,,0,,,,,,,,,58.60,26.22,-20.18,0
,,,,,,,,0.228,0.029,-0.029,0,,,,,58.59,5.65,-5.07,0
,,,,,,,,0.218,0.011,-0.010,0,,,,,58.44,1.88,-1.81,0
27.32142420,0.00026650,-0.00026650,0,0.177700,,,0,,,,,,,,,58.35,22.39,-26.06,0
,,,,,,,,0.141,0.011,-0.035,0,,,,,58.34,2.19,-2.10,0
9.98970266,0.00004169,-0.00004169,0,0.088000,,,0,,,,,,,,,58.26,33.11,-14.82,0
1.19805800,0.00018300,-0.00018300,0,,,,,,,,,,,,,58.26,,,
,,,,,,,,0.161,0.040,-0.019,0,,,,,58.15,1.47,-1.44,0
,,,,,,,,0.144,0.015,-0.034,0,,,,,58.15,2.84,-2.69,0
2.61302086,0.00000624,-0.00000624,0,0.030100,,,0,,,,,,,,,58.11,31.38,-18.11,0
2.61302086,0.00000624,-0.00000624,0,0.030100,,,0,,,,,,,,,58.11,31.38,-18.11,0
2.61302086,0.00000624,-0.00000624,0,0.030100,,,0,,,,,,,,,58.11,31.38,-18.11,0
,,,,,,,,0.079,0.002,-0.013,0,,,,,58.11,5.91,-5.41,0
,,,,,,,,0.226,0.016,-0.013,0,,,,,58.10,2.82,-2.67,0
17.47127800,0.00005800,-0.00006000,0,0.133400,0.006200,-0.006100,0,0.317,0.013,-0.011,0,0.06198,0.01259,-0.01227,0,58.10,5.30,-3.90,0
3.51749473,0.00000379,-0.00000379,0,0.037800,,,0,,,,,,,,,58.08,11.61,-10.45,0
9.98969327,0.00004242,-0.00004242,0,0.088200,,,0,,,,,,,,,58.03,52.05,-13.33,0
9.98969327,0.00004242,-0.00004242,0,0.088200,,,0,,,,,,,,,58.03,52.05,-13.33,0
9.98969327,0.00004242,-0.00004242,0,0.088200,,,0,,,,,,,,,58.03,52.05,-13.33,0
8.19979600,0.00068300,-0.00071900,0,,,,,0.205,0.014,-0.014,0,1.90000,,,1,58.00,7.00,-7.00,0
,,,,,,,,0.090,0.023,-0.009,0,,,,,57.94,1.39,-1.36,0
,,,,,,,,0.193,0.012,-0.037,0,,,,,57.93,2.85,-2.70,0
42.35142670,0.00013720,-0.00013720,0,0.259600,,,0,,,,,,,,,57.92,103.65,-23.49,0
42.35142670,0.00013720,-0.00013720,0,0.259600,,,0,,,,,,,,,57.92,103.65,-23.49,0
42.35142670,0.00013720,-0.00013720,0,0.259600,,,0,,,,,,,,,57.92,103.65,-23.49,0
7.62635494,0.00002202,-0.00002202,0,0.069600,,,0,,,,,,,,,57.89,13.26,-8.74,0
3.49151000,0.00006200,-0.00005700,0,0.039100,0.000900,-0.000900,0,0.451,0.014,-0.015,0,0.08426,0.01708,-0.01614,0,57.78,3.48,-3.48,0
27.08239734,0.00008690,-0.00008690,0,0.176200,,,0,,,,,,,,,57.77,25.72,-23.34,0
,,,,,,,,0.088,0.007,-0.013,0,,,,,57.75,2.25,-2.17,0
11.55562042,0.00003102,-0.00003102,0,0.098300,,,0,,,,,,,,,57.75,18.51,-7.64,0
12.70637048,0.00002109,-0.00002109,0,0.104300,,,0,,,,,,,,,57.71,63.08,-13.41,0
12.70637048,0.00002109,-0.00002109,0,0.104300,,,0,,,,,,,,,57.71,63.08,-13.41,0
12.70637048,0.00002109,-0.00002109,0,0.104300,,,0,,,,,,,,,57.71,63.08,-13.41,0
